,text,y
949,"collapses after 30 minutes into a slap-happy series of adolescent violence .
",0
950,"a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .
",3
951,"payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .
",3
952,"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .
",0
953,"fierce , glaring and unforgettable .
",3
954,"the film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes wilco a big deal .
",1
955,"there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .
",3
956,"a lot more dimensional and complex than its sunny disposition would lead you to believe .
",3
957,"miller has crafted an intriguing story of maternal instincts and misguided acts of affection .
",3
958,"like these russo guys lookin ' for their mamet instead found their sturges .
",2
959,"sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .
",1
960,"for single digits kidlets stuart little 2 is still a no brainer .
",2
961,"an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .
",1
962,"some movies suck you in despite their flaws , and heaven is one such beast .
",4
963,"with a `` spy kids '' sequel opening next week , why bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ?
",1
964,"muddled , melodramatic paranormal romance is an all-time low for kevin costner .
",0
965,"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects .
",4
966,"so original in its base concept that you can not help but get caught up .
",4
967,"but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .
",1
968,"this new zealand coming-of-age movie is n't really about anything .
",1
969,"quitting offers piercing domestic drama with spikes of sly humor .
",3
970,"mama africa pretty much delivers on that promise .
",3
971,"john carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .
",2
972,"we hate -lrb- madonna -rrb- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .
",1
973,"much smarter and more attentive than it first sets out to be .
",3
974,"one regards reign of fire with awe .
",4
975,"it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo .
",1
976,"the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count .
",1
977,"you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit .
",3
978,"journalism of the 1960s .
",2
979,"in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and meat loaf explodes .
",1
980,"is the kind of movie that 's critic-proof , simply because it aims so low .
",1
981,"to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement .
",0
982,"a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .
",3
983,"my precious new star wars movie is a lumbering , wheezy drag ...
",0
984,"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .
",0
985,"throw smoochy from the train !
",1
986,"an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .
",1
987,"none of this is half as moving as the filmmakers seem to think .
",1
988,"the heedless impetuousness of youth is on full , irritating display in -lrb- this -rrb- meandering and pointless french coming-of-age import from writer-director anne-sophie birot .
",0
989,"watching e.t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .
",2
990,"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .
",0
991,"irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .
",4
992,"a miraculous movie , i 'm going home is so slight , yet overflows with wisdom and emotion .
",4
993,"the story 's pathetic and the gags are puerile . .
",0
994,"showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .
",1
995,"by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .
",1
996,"first , for a movie that tries to be smart , it 's kinda dumb .
",1
997,"and people make fun of me for liking showgirls .
",1
998,"the performances are all solid ; it merely lacks originality to make it a great movie .
",2
999,"... the story simply putters along looking for astute observations and coming up blank .
",1
1000,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .
",3
1001,"brings awareness to an issue often overlooked -- women 's depression .
",2
